time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010461500000	-24.3418	-6.68356	-4.82054	-0.801026	-0.518394	lidar	4.26027	-24.2574	-6.4352	-24.347	-6.71823	-3.24166	3.54138
1477010461550000	-24.5022	-6.52722	-4.60222	-0.826739	-0.520416	radar	3.50412	-24.788	-7.18367	-24.5066	-6.53896	-3.14289	3.62873
1477010461600000	-24.5845	-6.41051	-4.35141	-0.850173	-0.516469	lidar	4.57494	-24.3008	-6.43799	-24.6612	-6.35538	-3.0418	3.71347
1477010461650000	-24.7207	-6.24107	-4.35795	-0.877805	-0.517805	radar	0.375994	-24.6108	-6.00878	-24.8107	-6.16764	-2.93846	3.79553
1477010461700000	-24.921	-5.99658	-4.64128	-0.911011	-0.525722	lidar	3.41033	-25.146	-5.91902	-24.955	-5.97587	-2.83295	3.87484
1477010461750000	-25.0504	-5.79894	-4.64757	-0.942496	-0.530017	radar	2.04888	-24.8975	-5.02285	-25.094	-5.7802	-2.72537	3.95132
1477010461800000	-25.1834	-5.62086	-4.61893	-0.966325	-0.527671	lidar	0.0398646	-25.1941	-5.64372	-25.2276	-5.58079	-2.61581	4.02492
1477010461850000	-25.338	-5.41867	-4.81465	-0.985902	-0.520289	radar	0.960479	-25.5328	-5.4399	-25.3556	-5.37777	-2.50435	4.09557
1477010461900000	-25.4944	-5.16612	-4.98317	-1.01753	-0.52594	lidar	0.674936	-25.5713	-5.10241	-25.4779	-5.1713	-2.39109	4.16322
1477010461950000	-25.6234	-4.97356	-5.06773	-1.03436	-0.514802	radar	6.01073	-25.0178	-6.55904	-25.5946	-4.96152	-2.27613	4.22781
1477010462000000	-25.7303	-4.81458	-4.87946	-1.0519	-0.506951	lidar	0.63873	-25.6952	-4.89995	-25.7055	-4.7486	-2.15956	4.2893
1477010462050000	-25.8539	-4.59313	-4.96048	-1.07594	-0.504917	radar	0.203091	-25.8162	-4.40681	-25.8105	-4.53268	-2.04149	4.34764
1477010462100000	-25.9727	-4.33186	-5.07787	-1.10826	-0.511368	lidar	0.325829	-25.9516	-4.26659	-25.9096	-4.31392	-1.92202	4.40279
1477010462150000	-26.0806	-4.1275	-4.76156	-1.13894	-0.52187	radar	10.9576	-26.8953	-4.43966	-26.0027	-4.0925	-1.80125	4.45471
1477010462200000	-26.182	-3.81794	-5.02598	-1.18017	-0.535631	lidar	1.61424	-26.1198	-3.67723	-26.0897	-3.86856	-1.67928	4.50337
1477010462250000	-26.254	-3.60596	-4.73407	-1.21702	-0.549938	radar	3.85064	-26.5652	-3.85723	-26.1706	-3.64227	-1.55623	4.54875
1477010462300000	-26.2862	-3.34427	-4.79058	-1.26214	-0.564138	lidar	4.89014	-25.9974	-3.24722	-26.2453	-3.41381	-1.4322	4.59081
1477010462350000	-26.3342	-3.12177	-4.64381	-1.30032	-0.576266	radar	1.09778	-26.2976	-3.01078	-26.3138	-3.18332	-1.30729	4.62954
1477010462400000	-26.3593	-2.90029	-4.59843	-1.33742	-0.582545	lidar	1.81806	-26.1741	-2.87885	-26.376	-2.95098	-1.18162	4.66493
1477010462450000	-26.4115	-2.69217	-4.5428	-1.36431	-0.580874	radar	1.1303	-26.4681	-3.44967	-26.4319	-2.71697	-1.05529	4.69696
1477010462500000	-26.4763	-2.58152	-4.19997	-1.37531	-0.565283	lidar	3.80582	-26.674	-2.73852	-26.4815	-2.48143	-0.928411	4.72562
1477010462550000	-26.5275	-2.35699	-4.30234	-1.39901	-0.559772	radar	1.00545	-26.657	-1.72382	-26.5247	-2.24456	-0.80109	4.75091
1477010462600000	-26.5763	-2.15358	-4.28491	-1.42191	-0.555674	lidar	0.470285	-26.6691	-2.17333	-26.5616	-2.0065	-0.673434	4.77284
1477010462650000	-26.6048	-1.92506	-4.36982	-1.44742	-0.550979	radar	2.14903	-26.3248	-1.32261	-26.5921	-1.76744	-0.545553	4.79141
1477010462700000	-26.6106	-1.63039	-4.6168	-1.48565	-0.560132	lidar	1.7988	-26.4671	-1.53207	-26.6161	-1.52753	-0.417552	4.80664
1477010462750000	-26.6091	-1.41958	-4.5242	-1.52249	-0.570992	radar	1.72047	-26.4998	-2.19526	-26.6338	-1.28695	-0.289538	4.81852
1477010462800000	-26.6155	-1.16967	-4.60454	-1.55255	-0.572348	lidar	0.0726592	-26.5998	-1.14277	-26.6451	-1.04586	-0.161616	4.8271
1477010462850000	-26.641	-0.955364	-4.5563	-1.57272	-0.565178	radar	4.84199	-27.2008	-1.67679	-26.65	-0.804425	-0.0338883	4.83238
1477010462900000	-26.6537	-0.662416	-4.78189	-1.59761	-0.562767	lidar	0.750397	-26.7355	-0.59539	-26.6485	-0.562811	0.0935412	4.83439
1477010462950000	-26.6429	-0.408289	-4.85439	-1.63094	-0.57121	radar	2.3822	-26.9891	0.0351487	-26.6406	-0.321181	0.220572	4.83317
1477010463000000	-26.6009	-0.0572838	-5.22572	-1.66706	-0.577286	lidar	2.28138	-26.4553	0.0602653	-26.6264	-0.0796947	0.347104	4.82874
1477010463050000	-26.5798	0.205501	-5.25477	-1.69578	-0.579274	radar	2.7444	-26.9537	0.136943	-26.6059	0.161489	0.473041	4.82116
1477010463100000	-26.5541	0.519045	-5.43351	-1.7205	-0.575864	lidar	0.503851	-26.6201	0.57588	-26.5792	0.402213	0.598287	4.81045
1477010463150000	-26.5376	0.770139	-5.32068	-1.73762	-0.562726	radar	1.80942	-26.8241	0.381506	-26.5462	0.642323	0.722748	4.79667
1477010463200000	-26.5257	1.04207	-5.34417	-1.7551	-0.554473	lidar	2.18997	-26.7293	1.06082	-26.5069	0.881666	0.846334	4.77986
1477010463250000	-26.4828	1.32272	-5.29999	-1.772	-0.538432	radar	7.043	-25.9562	2.60409	-26.4616	1.12009	0.968955	4.76007
1477010463300000	-26.4261	1.50591	-5.04881	-1.8032	-0.542206	lidar	0.627905	-26.3986	1.42212	-26.4101	1.35745	1.09053	4.73737
1477010463350000	-26.3882	1.6868	-4.74679	-1.82426	-0.534082	radar	9.04268	-26.5072	-0.563928	-26.3526	1.59361	1.21096	4.71181
1477010463400000	-26.3349	1.85669	-4.54844	-1.85261	-0.535855	lidar	0.382756	-26.3594	1.79315	-26.2891	1.82841	1.33018	4.68345
1477010463450000	-26.2702	2.07007	-4.5449	-1.87978	-0.536622	radar	0.148324	-26.3475	1.82827	-26.2197	2.06173	1.44811	4.65235
1477010463500000	-26.2105	2.23686	-4.38054	-1.90754	-0.537889	lidar	0.324551	-26.2502	2.18481	-26.1444	2.29342	1.56467	4.61859
1477010463550000	-26.1495	2.4212	-4.18328	-1.9294	-0.530511	radar	0.939473	-26.069	2.27896	-26.0633	2.52336	1.67979	4.58223
1477010463600000	-26.0629	2.70231	-4.45816	-1.9498	-0.524605	lidar	0.887974	-26.0641	2.80701	-25.9765	2.75141	1.79339	4.54334
1477010463650000	-25.9731	2.92734	-4.6543	-1.97877	-0.530509	radar	2.34504	-26.3234	3.02388	-25.8841	2.97746	1.90543	4.502
1477010463700000	-25.8559	3.26499	-5.05237	-1.996	-0.521281	lidar	1.97368	-25.8345	3.42005	-25.7861	3.20139	2.01582	4.45828
1477010463750000	-25.774	3.49169	-4.9725	-2.01418	-0.513749	radar	2.39995	-26.1824	3.73376	-25.6826	3.42306	2.12452	4.41227
1477010463800000	-25.6698	3.68028	-4.86479	-2.04328	-0.517022	lidar	0.160074	-25.6666	3.63509	-25.5737	3.64239	2.23146	4.36404
1477010463850000	-25.5574	3.87842	-4.80617	-2.0712	-0.518761	radar	1.01494	-25.5773	3.13316	-25.4596	3.85924	2.3366	4.31367
1477010463900000	-25.4962	4.03051	-4.57225	-2.09122	-0.515563	lidar	3.60254	-25.7492	3.99968	-25.3402	4.07353	2.43989	4.26125
1477010463950000	-25.3775	4.21839	-4.55461	-2.11921	-0.517556	radar	0.461519	-25.3516	3.75691	-25.2157	4.28514	2.54127	4.20686
1477010464000000	-25.2093	4.47539	-4.7942	-2.14634	-0.516921	lidar	2.23694	-25.0214	4.52803	-25.0863	4.49399	2.64071	4.15058
1477010464050000	-25.0631	4.65445	-4.59836	-2.1761	-0.516811	radar	8.8496	-24.2719	4.30917	-24.9518	4.69998	2.73817	4.09251
1477010464100000	-24.9451	4.85143	-4.60119	-2.19653	-0.51254	lidar	0.494797	-25.0363	4.88499	-24.8126	4.90303	2.83361	4.03273
1477010464150000	-24.792	5.03453	-4.59897	-2.22605	-0.515027	radar	2.21923	-24.3609	4.95947	-24.6686	5.10304	2.92701	3.97132
1477010464200000	-24.6143	5.27921	-4.81345	-2.24758	-0.509981	lidar	1.16471	-24.5041	5.35293	-24.5201	5.29995	3.01833	3.90839
1477010464250000	-24.442	5.47286	-5.00102	-2.27814	-0.516098	radar	0.591365	-24.4379	5.24592	-24.367	5.49367	3.10754	3.84401
1477010464300000	-24.2526	5.65459	-5.0271	-2.31093	-0.521398	lidar	1.07575	-24.1159	5.61152	-24.2095	5.68414	3.19464	3.77827
1477010464350000	-24.0886	5.82169	-5.05215	-2.33993	-0.525487	radar	3.13753	-24.5638	4.75836	-24.0477	5.8713	3.27959	3.71127
1477010464400000	-23.916	5.97965	-4.99529	-2.36986	-0.528897	lidar	0.0910795	-23.9153	5.94377	-23.8818	6.05508	3.36239	3.64309
1477010464450000	-23.7797	6.12676	-4.45173	-2.38785	-0.517187	radar	3.84996	-23.5491	6.44495	-23.7117	6.23542	3.44302	3.57383
1477010464500000	-23.6203	6.27959	-4.44869	-2.41219	-0.516029	lidar	0.0443783	-23.6471	6.29102	-23.5377	6.41227	3.52148	3.50357
1477010464550000	-23.4789	6.4188	-4.28262	-2.43357	-0.511831	radar	1.26164	-23.7544	6.53746	-23.3598	6.58559	3.59775	3.4324
1477010464600000	-23.2345	6.68353	-4.67892	-2.44277	-0.494839	lidar	5.4663	-23.0099	6.86182	-23.1781	6.75533	3.67185	3.36041
1477010464650000	-23.0471	6.80701	-4.56386	-2.47427	-0.499427	radar	5.21155	-22.7862	5.74143	-22.9928	6.92146	3.74376	3.28768
1477010464700000	-22.8257	6.99807	-4.73963	-2.49311	-0.492777	lidar	1.27849	-22.6991	7.063	-22.804	7.08393	3.8135	3.21431
1477010464750000	-22.6152	7.13621	-4.84552	-2.52282	-0.497351	radar	1.32793	-22.418	6.76159	-22.6117	7.24273	3.88106	3.14038
1477010464800000	-22.4306	7.2803	-4.82731	-2.54365	-0.494356	lidar	0.380932	-22.5083	7.31524	-22.4161	7.39782	3.94647	3.06598
1477010464850000	-22.1936	7.43565	-5.19781	-2.57088	-0.498367	radar	1.59549	-22.0543	7.85452	-22.2173	7.54917	4.00974	2.99118
1477010464900000	-22.0065	7.59471	-5.16538	-2.58458	-0.489805	lidar	2.3905	-22.1947	7.69478	-22.0154	7.69679	4.07087	2.91607
1477010464950000	-21.8293	7.74186	-4.76189	-2.59525	-0.475288	radar	6.24416	-21.6178	9.0351	-21.8105	7.84064	4.12989	2.84074
1477010465000000	-21.623	7.88566	-4.80116	-2.61292	-0.470042	lidar	0.209619	-21.6473	7.94	-21.6026	7.98072	4.18681	2.76526
1477010465050000	-21.4424	7.99672	-4.64707	-2.63391	-0.467888	radar	1.61533	-21.8637	7.78661	-21.392	8.11703	4.24166	2.68971
1477010465100000	-21.2303	8.03519	-4.5567	-2.67938	-0.486313	lidar	3.46838	-21.0853	7.83229	-21.1787	8.24957	4.29447	2.61417
1477010465150000	-21.0521	8.1435	-4.19531	-2.69532	-0.477146	radar	4.97637	-20.5503	9.28616	-20.9628	8.37833	4.34526	2.53871
1477010465200000	-20.8778	8.29865	-4.24738	-2.69725	-0.459235	lidar	4.07828	-21.0519	8.50983	-20.7444	8.50333	4.39406	2.46341
1477010465250000	-20.6315	8.4178	-4.65619	-2.71935	-0.459191	radar	5.12187	-19.9265	9.40847	-20.5237	8.62457	4.4409	2.38835
1477010465300000	-20.3627	8.57786	-4.85629	-2.72821	-0.445777	lidar	2.29545	-20.21	8.68914	-20.3006	8.74206	4.48582	2.31358
1477010465350000	-20.1823	8.67016	-4.4344	-2.74363	-0.437884	radar	1.89633	-20.2277	8.8532	-20.0753	8.85583	4.52884	2.23919
1477010465400000	-19.9858	8.77921	-4.4452	-2.75672	-0.430807	lidar	0.738971	-20.0633	8.86724	-19.848	8.96589	4.57001	2.16524
1477010465450000	-19.8073	8.85381	-4.18253	-2.77606	-0.428069	radar	0.695714	-19.9264	8.78179	-19.6186	9.07227	4.60937	2.09179
1477010465500000	-19.5824	8.9475	-4.26985	-2.79359	-0.424028	lidar	0.57077	-19.4861	8.96665	-19.3873	9.17499	4.64694	2.01891
1477010465550000	-19.3443	9.04576	-4.4981	-2.81014	-0.420108	radar	5.37729	-18.5719	10.2069	-19.1542	9.27409	4.68278	1.94666
1477010465600000	-19.0314	9.17202	-4.77611	-2.82197	-0.409785	lidar	7.16002	-18.6786	9.19191	-18.9193	9.36959	4.71692	1.8751
1477010465650000	-18.827	9.23984	-4.68135	-2.84184	-0.409536	radar	1.54877	-19.2825	8.98189	-18.6827	9.46154	4.7494	1.80429
1477010465700000	-18.5526	9.36437	-4.85068	-2.84728	-0.395739	lidar	1.76837	-18.4242	9.46852	-18.4446	9.54996	4.78028	1.73429
1477010465750000	-18.2809	9.4177	-5.15807	-2.87686	-0.404942	radar	3.77064	-18.1634	8.72444	-18.2049	9.63492	4.80959	1.66514
1477010465800000	-17.9572	9.56898	-5.4076	-2.87373	-0.383616	lidar	3.77968	-17.7736	9.72478	-17.9639	9.71643	4.83737	1.59691
1477010465850000	-17.7225	9.64648	-4.96823	-2.88484	-0.373706	radar	3.8062	-17.2296	9.97767	-17.7214	9.79457	4.86368	1.52964
1477010465900000	-17.4373	9.76648	-5.12639	-2.88681	-0.358721	lidar	1.45976	-17.3436	9.88109	-17.4777	9.86936	4.88856	1.46338
1477010465950000	-17.1941	9.83892	-5.09344	-2.90096	-0.355456	radar	0.628571	-17.1554	10.212	-17.2328	9.94087	4.91205	1.39818
1477010466000000	-16.9123	9.97006	-5.2371	-2.89697	-0.336666	lidar	1.98792	-16.8876	10.145	-16.9868	10.0091	4.93421	1.33408
1477010466050000	-16.6625	10.0336	-5.16872	-2.91233	-0.334984	radar	0.0868468	-16.5958	10.1078	-16.7396	10.0743	4.95507	1.27113
1477010466100000	-16.4151	10.1406	-5.201	-2.91286	-0.321829	lidar	2.10524	-16.5153	10.3091	-16.4915	10.1362	4.97469	1.20937
1477010466150000	-16.1607	10.2084	-5.22006	-2.92562	-0.319137	radar	0.621397	-16.09	10.5824	-16.2424	10.1952	4.99311	1.14883
1477010466200000	-15.9357	10.2326	-5.12368	-2.94995	-0.326783	lidar	0.481658	-16.006	10.1843	-15.9924	10.2511	5.01039	1.08956
1477010466250000	-15.699	10.2835	-4.98341	-2.96359	-0.323965	radar	0.304817	-15.7234	10.41	-15.7416	10.3041	5.02655	1.03159
1477010466300000	-15.4928	10.28	-4.85718	-2.99305	-0.335836	lidar	0.937175	-15.5699	10.1904	-15.4899	10.3543	5.04166	0.974957
1477010466350000	-15.1756	10.3312	-5.37372	-3.00866	-0.335532	radar	7.40308	-14.2385	10.9109	-15.2376	10.4016	5.05576	0.919692
1477010466400000	-14.9064	10.39	-5.39469	-3.01758	-0.328999	lidar	0.42873	-14.9365	10.4722	-14.9846	10.4462	5.06889	0.865828
1477010466450000	-14.6831	10.4029	-4.8644	-3.03561	-0.327486	radar	5.84731	-14.724	9.63507	-14.7309	10.4882	5.0811	0.813394
1477010466500000	-14.451	10.3784	-4.81414	-3.06703	-0.340098	lidar	1.48471	-14.4088	10.222	-14.4766	10.5276	5.09243	0.762418
1477010466550000	-14.1929	10.3978	-4.90479	-3.08337	-0.339419	radar	0.620741	-13.9005	10.5238	-14.2218	10.5645	5.10293	0.712926
1477010466600000	-13.871	10.5494	-5.14191	1.78395	-0.30138	lidar	9.5508	-13.8049	10.9383	-13.9665	10.5989	5.11263	0.664944
1477010466650000	-13.7939	10.3688	-5.14921	1.86586	-0.29808	radar	1.31773	-13.3956	10.7857	-13.7107	10.631	5.12159	0.618496
1477010466700000	-13.5678	10.2772	-4.80979	2.15315	-0.286586	lidar	8.67083	-13.3556	10.5517	-13.4545	10.6608	5.12983	0.573603
1477010466750000	-13.4521	10.1291	-4.24055	2.15974	-0.288864	radar	4.43512	-12.9374	10.8137	-13.1979	10.6884	5.13741	0.530288
1477010466800000	-13.042	10.4195	-3.1451	2.67264	-0.277673	lidar	29.1295	-12.9591	11.0099	-12.9409	10.7138	5.14436	0.48857
1477010466850000	-12.8741	10.3509	-3.40259	2.6714	-0.275678	radar	5.61269	-12.2518	11.2495	-12.6836	10.7373	5.15071	0.448467
1477010466900000	-12.5938	10.4205	-3.42471	2.80559	-0.271967	lidar	6.30275	-12.3713	10.6091	-12.426	10.7587	5.15651	0.409997
1477010466950000	-12.4068	10.3803	-3.54781	2.81037	-0.271346	radar	2.35609	-11.9352	10.9161	-12.1681	10.7783	5.16179	0.373177
1477010467000000	-12.0883	10.5676	-3.67134	2.98112	-0.265058	lidar	17.5696	-11.9451	11.0515	-11.91	10.7961	5.16658	0.338022
1477010467050000	-11.8557	10.5427	-3.968	2.98061	-0.265307	radar	5.90928	-10.9703	10.9676	-11.6516	10.8121	5.17092	0.304546
1477010467100000	-11.5642	10.6508	-4.14704	3.05723	-0.260693	lidar	6.5465	-11.4548	10.9407	-11.393	10.8265	5.17484	0.272761
1477010467150000	-11.3114	10.5799	-4.92187	3.01512	-0.267727	radar	6.31189	-11.3472	10.5111	-11.1342	10.8394	5.17836	0.242681
1477010467200000	-10.9298	10.632	-5.25986	3.05895	-0.262663	lidar	7.12688	-10.6009	10.6823	-10.8753	10.8509	5.18153	0.214317
1477010467250000	-10.6804	10.6325	-5.05101	3.05692	-0.259008	radar	0.823442	-10.6563	10.8369	-10.6161	10.8609	5.18435	0.187679
1477010467300000	-10.3974	10.6806	-5.13687	3.0732	-0.254335	lidar	2.27124	-10.4142	10.8747	-10.3569	10.8697	5.18687	0.162776
1477010467350000	-10.1741	10.7151	-4.55284	3.08385	-0.242334	radar	6.07178	-9.90413	11.2255	-10.0976	10.8772	5.1891	0.139618
1477010467400000	-9.87518	10.8103	-4.74668	3.11417	-0.231256	lidar	5.44074	-9.83445	11.1032	-9.83809	10.8837	5.19106	0.118212
1477010467450000	-9.66503	10.7789	-4.7124	0.997799	-0.23555	radar	2.62748	-10.195	10.3498	-9.57852	10.8891	5.19278	0.0985664
1477010467500000	-9.47734	10.969	-4.828	-2.17136	-0.229757	lidar	4.04461	-9.3066	11.0348	-9.31887	10.8936	5.19428	0.0806865
1477010467550000	-9.18264	10.9963	-4.72172	0.505876	-0.235792	radar	4.70989	-9.2226	10.3527	-9.05915	10.8972	5.19557	0.0645787
1477010467600000	-6.33168	11.9179	-2.14317	-1.91908	-0.30378	lidar	-26.9236	-8.78899	11.0707	-8.79937	10.9001	5.19667	0.050248
1477010467650000	-8.14295	11.2279	-3.18882	2.96521	-0.26698	radar	30.3959	-8.83914	10.0319	-8.53953	10.9023	5.19759	0.0376992
1477010467700000	-8.60794	10.6697	-3.16567	1.89305	-0.269487	lidar	0.614896	-8.62045	10.6577	-8.27965	10.9039	5.19835	0.0269359
1477010467750000	-8.48903	10.7219	-3.58975	1.53288	-0.171281	radar	4.56737	-7.91543	11.1157	-8.01974	10.905	5.19896	0.0179617
1477010467800000	-8.05744	10.737	-1.26308	-2.6441	0.322896	lidar	27.7412	-7.51971	11.0005	-7.75979	10.9057	5.19942	0.0107791
1477010467850000	-8.00022	10.6976	-2.30614	0.382319	0.173209	radar	8.72451	-7.25987	10.6458	-7.49981	10.9061	5.19975	0.00539029
1477010467900000	-7.1762	10.8119	-2.26121	0.404412	0.1738	lidar	0.823863	-7.15631	10.815	-7.23983	10.9063	5.19994	0.00179692
1477010467950000	-7.19941	10.7524	-1.95368	2.28873	0.439808	radar	5.41704	-7.39396	11.0181	-6.97983	10.9064	5.2	-7.84874e-15
