time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010452650000	4.7982	18.0635	-3.49681	1.35902	-1.91424	radar	32.2428	3.42434	18.8357	3.84606	18.2457	-3.82841	-3.26644
1477010452700000	4.47663	17.9335	-3.59581	1.03018	-1.51866	lidar	61.3528	3.45919	18.167	3.65611	18.0807	-3.77339	-3.33732
1477010452750000	4.3761	17.7561	-3.90648	0.984976	-1.41558	radar	0.787607	4.3011	17.9267	3.46891	17.9122	-3.71795	-3.40627
1477010452800000	3.89709	17.6434	-4.52277	0.456699	-2.41817	lidar	39.7281	3.12525	17.7493	3.28449	17.7402	-3.66215	-3.47331
1477010452850000	3.8078	17.4394	-4.58149	0.798424	-0.57688	radar	12.6578	2.65664	17.888	3.10287	17.565	-3.60609	-3.53844
1477010452900000	3.41522	17.3726	-5.1751	0.599008	-0.701736	lidar	25.1869	2.9449	17.8154	2.92405	17.3866	-3.54982	-3.60167
1477010452950000	3.22702	17.1625	-5.47629	0.723701	-0.0850395	radar	4.15764	3.26647	17.0897	2.74805	17.2051	-3.49344	-3.66302
1477010453000000	2.81191	17.0054	-6.12954	0.580575	-0.359024	lidar	5.7128	2.55407	17.0853	2.57486	17.0205	-3.437	-3.72251
1477010453050000	2.54761	16.8514	-6.11614	0.54478	-0.41636	radar	0.0603869	2.55039	16.8884	2.4045	16.833	-3.38059	-3.78014
1477010453100000	2.26591	16.723	-6.16063	0.506116	-0.446519	lidar	0.681342	2.25371	16.8334	2.23695	16.6427	-3.32428	-3.83595
1477010453150000	2.0004	16.5234	-6.29753	0.539559	-0.285786	radar	4.62091	1.57735	16.0489	2.07221	16.4497	-3.26812	-3.88995
1477010453200000	1.81454	16.3163	-6.05518	0.574212	-0.204705	lidar	2.9738	1.88972	16.1054	1.91027	16.254	-3.21219	-3.94216
1477010453250000	1.57984	16.1396	-6.12315	0.59311	-0.129743	radar	0.808118	1.74362	16.2687	1.75112	16.0557	-3.15656	-3.99261
1477010453300000	1.3838	15.9879	-5.93283	0.602556	-0.0988679	lidar	0.840569	1.44745	16.0853	1.59474	15.8549	-3.10129	-4.04132
1477010453350000	1.18922	15.749	-6.24943	0.678805	0.080256	radar	6.06288	1.6097	15.5526	1.44111	15.6517	-3.04644	-4.08832
1477010453400000	1.06563	15.5295	-5.92608	0.73305	0.163633	lidar	1.81399	1.18395	15.4284	1.29021	15.4463	-2.99207	-4.13364
1477010453450000	0.844221	15.336	-5.96392	0.740929	0.165453	radar	0.442389	0.828993	15.528	1.14201	15.2386	-2.93825	-4.1773
1477010453500000	0.65457	15.0854	-5.81404	0.790403	0.239364	lidar	0.910788	0.722706	15.0075	0.996486	15.0288	-2.88503	-4.21933
1477010453550000	0.518434	14.9415	-5.60797	0.803327	0.24334	radar	2.83688	1.03147	15.2134	0.853604	14.8169	-2.83246	-4.25977
1477010453600000	0.521244	14.7541	-5.23062	0.876738	0.331933	lidar	4.03903	0.737301	14.7047	0.71333	14.603	-2.78061	-4.29864
1477010453650000	0.360101	14.5121	-5.60305	0.90622	0.349337	radar	2.98827	0.722177	14.2445	0.575628	14.3872	-2.72952	-4.33598
1477010453700000	0.215558	14.2689	-5.54793	0.939965	0.369894	lidar	0.366962	0.253435	14.2029	0.440459	14.1696	-2.67925	-4.37181
1477010453750000	0.0371661	14.0155	-5.91173	0.960903	0.374369	radar	1.15177	-0.0328023	13.9604	0.307779	13.9502	-2.62984	-4.40617
1477010453800000	0.110632	13.7505	-5.46689	1.07121	0.487178	lidar	9.37845	0.459172	13.6856	0.177545	13.7292	-2.58135	-4.43909
1477010453850000	-0.0179942	13.5091	-5.5632	1.09527	0.487552	radar	0.310957	0.0524412	13.6377	0.0497099	13.5065	-2.53381	-4.47061
1477010453900000	-0.161022	13.2659	-5.58649	1.11177	0.478671	lidar	0.0839123	-0.190344	13.2856	-0.0757753	13.2823	-2.48728	-4.50075
1477010453950000	-0.271731	13.05	-5.20446	1.13192	0.473451	radar	1.33006	-0.275043	13.1456	-0.198962	13.0566	-2.44179	-4.52955
1477010454000000	-0.223763	12.8347	-4.94936	1.20843	0.532116	lidar	5.60474	0.0462308	12.9301	-0.319903	12.8295	-2.39739	-4.55704
1477010454050000	-0.326022	12.6072	-4.78117	1.22821	0.523928	radar	2.02386	-0.684792	12.3563	-0.438654	12.6011	-2.35412	-4.58326
1477010454100000	-0.428306	12.3779	-4.81482	1.24578	0.514908	lidar	0.167912	-0.476482	12.3633	-0.555273	12.3714	-2.31202	-4.60823
1477010454150000	-0.530627	12.1714	-4.75805	1.25768	0.501657	radar	3.0448	-0.972122	12.5207	-0.669818	12.1404	-2.27111	-4.63198
1477010454200000	-0.594658	11.9608	-4.72147	1.28294	0.50247	lidar	0.335097	-0.582624	12.0386	-0.78235	11.9083	-2.23144	-4.65456
1477010454250000	-0.698835	11.7314	-4.7475	1.29337	0.488248	radar	2.85588	-1.26757	11.6495	-0.892931	11.6751	-2.19304	-4.67598
1477010454300000	-0.887515	11.4813	-4.89691	1.27288	0.445542	lidar	5.57903	-1.17212	11.3988	-1.00163	11.4409	-2.15594	-4.69628
1477010454350000	-0.949635	11.2604	-4.58786	1.29568	0.444792	radar	1.98124	-0.891441	10.959	-1.1085	11.2057	-2.12017	-4.71549
1477010454400000	-1.12279	11.0345	-4.69668	1.27609	0.406954	lidar	4.60231	-1.39289	11.0424	-1.21362	10.9695	-2.08575	-4.73364
1477010454450000	-1.19923	10.79	-4.98024	1.29517	0.406603	radar	0.930223	-1.29894	10.9012	-1.31706	10.7324	-2.05273	-4.75075
1477010454500000	-1.33411	10.5236	-5.09436	1.29217	0.385467	lidar	2.28017	-1.49687	10.4198	-1.41889	10.4945	-2.02111	-4.76686
1477010454550000	-1.41849	10.2627	-5.16649	1.30678	0.381172	radar	1.0411	-1.59293	10.0212	-1.51917	10.2559	-1.99093	-4.78198
1477010454600000	-1.51731	10.0483	-5.12364	1.31083	0.369151	lidar	2.49478	-1.61875	10.2374	-1.61797	10.0165	-1.96221	-4.79615
1477010454650000	-1.57922	9.82808	-4.86522	1.32692	0.366709	radar	0.761583	-1.59702	9.96554	-1.71539	9.77637	-1.93498	-4.80939
1477010454700000	-1.65999	9.61007	-4.84772	1.33539	0.358806	lidar	0.880837	-1.73381	9.71347	-1.81147	9.53564	-1.90924	-4.82172
1477010454750000	-1.76237	9.35921	-5.01603	1.33772	0.345832	radar	3.54082	-2.27191	9.37316	-1.90631	9.29431	-1.88502	-4.83316
1477010454800000	-1.86083	9.05156	-5.18207	1.34405	0.335352	lidar	4.72161	-1.93833	8.77028	-1.99998	9.05243	-1.86233	-4.84374
1477010454850000	-1.91658	8.84221	-4.81362	1.35699	0.331545	radar	2.07862	-1.96565	9.13274	-2.09256	8.81003	-1.8412	-4.85347
1477010454900000	-2.02339	8.58832	-4.89901	1.35462	0.31543	lidar	1.57652	-2.1768	8.5411	-2.18412	8.56717	-1.82164	-4.86238
1477010454950000	-2.13239	8.33848	-4.90124	1.35045	0.298306	radar	5.0044	-2.65862	8.19477	-2.27474	8.32388	-1.80365	-4.87047
1477010455000000	-2.19112	8.10755	-4.88863	1.36258	0.296167	lidar	0.152932	-2.21875	8.15339	-2.3645	8.0802	-1.78726	-4.87778
1477010455050000	-2.23121	7.90966	-4.71174	1.37794	0.297005	radar	4.61092	-2.273	8.52315	-2.45348	7.83617	-1.77248	-4.8843
1477010455100000	-2.35627	7.65251	-4.83206	1.36597	0.27422	lidar	3.60753	-2.59674	7.60288	-2.54177	7.59184	-1.75931	-4.89006
1477010455150000	-2.47517	7.43196	-4.5147	1.35245	0.249873	radar	8.68198	-3.08256	7.38874	-2.62944	7.34723	-1.74777	-4.89507
1477010455200000	-2.59361	7.17328	-4.65768	1.34219	0.230168	lidar	3.22984	-2.79865	7.064	-2.71658	7.10238	-1.73786	-4.89933
1477010455250000	-2.65292	6.94777	-4.7529	1.35166	0.229105	radar	1.12396	-2.79412	7.20818	-2.80326	6.85734	-1.72958	-4.90286
1477010455300000	-2.7065	6.74252	-4.69472	1.36098	0.227865	lidar	0.934456	-2.74651	6.86867	-2.88957	6.61214	-1.72295	-4.90566
1477010455350000	-2.74008	6.54118	-4.32006	1.37376	0.227626	radar	1.96745	-2.57673	6.36755	-2.97559	6.36681	-1.71797	-4.90774
1477010455400000	-2.81242	6.30449	-4.40629	1.37525	0.218797	lidar	0.811562	-2.90217	6.22989	-3.0614	6.12139	-1.71464	-4.90911
1477010455450000	-2.92745	6.05786	-4.56661	1.36183	0.197784	radar	7.5258	-3.50172	6.10796	-3.14709	5.87592	-1.71297	-4.90976
1477010455500000	-3.03135	5.76525	-4.78181	1.35396	0.181298	lidar	4.48613	-3.1778	5.53101	-3.23274	5.63043	-1.71295	-4.9097
1477010455550000	-3.12321	5.53048	-4.47258	1.34459	0.162438	radar	4.54078	-3.19736	5.19093	-3.31843	5.38496	-1.71458	-4.90893
1477010455600000	-3.23637	5.25706	-4.67952	1.33223	0.143861	lidar	3.62225	-3.43031	5.10507	-3.40424	5.13955	-1.71787	-4.90745
1477010455650000	-3.31456	5.01283	-4.73422	1.33152	0.13661	radar	0.650756	-3.4281	4.94644	-3.49026	4.89422	-1.72281	-4.90525
1477010455700000	-3.45019	4.70899	-5.02737	1.313	0.113428	lidar	5.68762	-3.69435	4.52196	-3.57657	4.64902	-1.72939	-4.90233
1477010455750000	-3.55418	4.46401	-4.71563	1.29818	0.0908145	radar	4.45452	-3.50501	4.17643	-3.66325	4.40398	-1.73763	-4.89868
1477010455800000	-3.70554	4.16986	-5.03427	1.27532	0.0661722	lidar	6.11955	-4.00238	4.04684	-3.75039	4.15913	-1.74749	-4.8943
1477010455850000	-3.79989	3.92785	-5.05437	1.27112	0.0595118	radar	1.32426	-4.06447	4.10977	-3.83806	3.91452	-1.75899	-4.88918
1477010455900000	-3.87117	3.70217	-5.00143	1.27439	0.0600885	lidar	0.146571	-3.88053	3.75177	-3.92635	3.67019	-1.77212	-4.8833
1477010455950000	-3.95856	3.52051	-4.61731	1.26346	0.0444813	radar	4.70754	-4.23729	3.88878	-4.01533	3.42616	-1.78686	-4.87666
1477010456000000	-4.05709	3.27058	-4.76469	1.25827	0.037803	lidar	0.696716	-4.15119	3.21968	-4.10509	3.18248	-1.8032	-4.86925
1477010456050000	-4.18639	3.0001	-4.82799	1.23908	0.0143358	radar	3.17372	-4.27467	2.88187	-4.19571	2.93919	-1.82113	-4.86104
1477010456100000	-4.29121	2.70572	-5.09986	1.23621	0.0104078	lidar	1.61857	-4.32451	2.55034	-4.28727	2.69633	-1.84065	-4.85202
1477010456150000	-4.3904	2.44584	-5.16842	1.23181	0.0046276	radar	0.223028	-4.38481	2.39989	-4.37985	2.45393	-1.86173	-4.84218
1477010456200000	-4.54036	2.06216	-5.06785	1.22829	0.0021946	lidar	0.452579	-4.61223	2.09192	-4.47352	2.21205	-1.88436	-4.83149
1477010456250000	-4.75362	1.45397	-4.97307	1.22658	-0.00256366	radar	3.33207	-4.29257	1.92854	-4.56836	1.97072	-1.90853	-4.81994
1477010456300000	-4.78562	1.46646	-4.93589	1.21326	-0.0156251	lidar	1.06262	-4.86829	1.53442	-4.66444	1.72998	-1.93422	-4.80751
1477010456350000	-4.88568	1.28521	-5.02565	1.19783	-0.0329037	radar	2.10633	-4.98165	1.43611	-4.76186	1.48989	-1.9614	-4.79417
1477010456400000	-4.9189	1.13875	-4.81515	1.20129	-0.0310733	lidar	4.99852	-4.66779	1.28643	-4.86066	1.25049	-1.99007	-4.7799
1477010456450000	-5.00865	0.957088	-4.79714	1.19112	-0.0413373	radar	1.54427	-4.98594	1.10894	-4.96095	1.01182	-2.02019	-4.76468
1477010456500000	-5.00787	0.878854	-4.7942	1.19751	-0.0442514	lidar	1.67871	-4.85498	0.825661	-5.06277	0.77393	-2.05174	-4.74848
1477010456550000	-5.17811	0.416046	-5.25418	1.19646	-0.0438708	radar	6.98767	-4.84736	0.18101	-5.16621	0.536876	-2.08471	-4.73127
1477010456600000	-5.24258	0.207475	-5.20402	1.19825	-0.0417471	lidar	0.992425	-5.1231	0.257311	-5.27133	0.300706	-2.11906	-4.71303
1477010456650000	-5.35906	-0.0265898	-5.03226	1.19049	-0.0448587	radar	9.07005	-5.99809	-0.290765	-5.3782	0.0654719	-2.15477	-4.69374
1477010456700000	-5.42639	-0.242812	-4.97966	1.1926	-0.0422439	lidar	0.922411	-5.29972	-0.212982	-5.4869	-0.168772	-2.1918	-4.67335
1477010456750000	-5.5384	-0.420671	-5.0407	1.17433	-0.0592507	radar	4.08534	-5.64447	-0.144522	-5.59748	-0.401971	-2.23014	-4.65185
1477010456800000	-5.67094	-0.597461	-4.89255	1.1531	-0.0754438	lidar	3.1641	-5.85359	-0.445801	-5.71001	-0.634069	-2.26974	-4.62919
1477010456850000	-5.78083	-0.862967	-5.43778	1.14863	-0.079255	radar	5.48155	-5.30947	-0.724468	-5.82456	-0.865006	-2.31058	-4.60536
1477010456900000	-5.88929	-1.15016	-5.54926	1.15225	-0.0717184	lidar	0.838231	-5.87835	-1.26863	-5.94118	-1.09472	-2.35262	-4.58032
1477010456950000	-5.97891	-1.42545	-5.52134	1.15941	-0.0616434	radar	1.97546	-5.68069	-1.52871	-6.05993	-1.32316	-2.39581	-4.55404
1477010457000000	-6.1217	-1.63543	-5.43258	1.14066	-0.0755434	lidar	2.17461	-6.27263	-1.50938	-6.18087	-1.55025	-2.44014	-4.52648
1477010457050000	-6.25499	-1.90592	-5.8402	1.13224	-0.0817519	radar	2.28856	-6.11355	-1.75966	-6.30406	-1.77593	-2.48555	-4.49762
1477010457100000	-6.37337	-2.1629	-5.81645	1.12839	-0.081917	lidar	0.0965345	-6.34007	-2.13685	-6.42954	-2.00014	-2.532	-4.46742
1477010457150000	-6.5183	-2.36406	-5.50709	1.11038	-0.0936287	radar	5.021	-6.99344	-2.17445	-6.55738	-2.22281	-2.57946	-4.43585
1477010457200000	-6.67008	-2.56919	-5.43437	1.09118	-0.1068	lidar	1.73128	-6.79288	-2.4458	-6.68761	-2.44386	-2.62788	-4.40288
1477010457250000	-6.81978	-2.79207	-5.45751	1.07643	-0.115325	radar	1.94484	-7.14408	-2.67584	-6.82029	-2.66323	-2.6772	-4.36847
1477010457300000	-6.92287	-3.05083	-5.47363	1.08068	-0.10664	lidar	0.967844	-6.8003	-3.10086	-6.95546	-2.88084	-2.7274	-4.3326
1477010457350000	-7.05058	-3.27103	-5.30374	1.07291	-0.108479	radar	0.393143	-7.13937	-3.22028	-7.09316	-3.09663	-2.7784	-4.29523
1477010457400000	-7.17351	-3.45082	-5.18377	1.05871	-0.117801	lidar	2.11487	-7.12118	-3.26434	-7.23344	-3.3105	-2.83017	-4.25632
1477010457450000	-7.3209	-3.70609	-5.30072	1.05329	-0.116401	radar	4.20551	-7.77186	-4.08999	-7.37632	-3.5224	-2.88265	-4.21586
1477010457500000	-7.46947	-3.83535	-5.10714	1.02437	-0.139205	lidar	6.85137	-7.49009	-3.49081	-7.52184	-3.73223	-2.93579	-4.1738
1477010457550000	-7.60984	-4.0534	-5.25468	1.0149	-0.142122	radar	0.716965	-7.52393	-3.88213	-7.67004	-3.93992	-2.98953	-4.13012
1477010457600000	-7.77141	-4.27771	-5.28283	1.00268	-0.146213	lidar	0.6562	-7.88049	-4.29783	-7.82094	-4.14538	-3.04381	-4.08479
1477010457650000	-7.92029	-4.50108	-5.2666	0.994277	-0.146911	radar	0.388686	-8.08524	-4.57834	-7.97457	-4.34854	-3.09857	-4.03778
1477010457700000	-8.09069	-4.7342	-5.3215	0.983098	-0.149581	lidar	1.17534	-8.22492	-4.79812	-8.13095	-4.5493	-3.15376	-3.98906
1477010457750000	-8.23147	-4.92852	-4.97534	0.973571	-0.150669	radar	1.59945	-8.453	-4.95621	-8.2901	-4.74759	-3.2093	-3.93862
1477010457800000	-8.36631	-5.12847	-4.95894	0.966381	-0.150569	lidar	0.0777763	-8.33552	-5.1059	-8.45204	-4.94331	-3.26514	-3.88641
1477010457850000	-8.50995	-5.29151	-4.80959	0.950332	-0.158684	radar	3.11683	-8.55062	-4.79248	-8.61678	-5.13637	-3.32121	-3.83242
1477010457900000	-8.69656	-5.48612	-4.8644	0.930901	-0.168288	lidar	2.60701	-8.91477	-5.51752	-8.78433	-5.32669	-3.37745	-3.77663
1477010457950000	-8.85604	-5.68604	-4.95911	0.920037	-0.170457	radar	0.453493	-9.04115	-5.69364	-8.95469	-5.51417	-3.43377	-3.71901
1477010458000000	-9.01409	-5.86418	-4.93542	0.905764	-0.175834	lidar	0.242335	-9.03391	-5.80267	-9.12788	-5.69872	-3.49012	-3.65955
1477010458050000	-9.14993	-6.01553	-4.74189	0.892343	-0.180558	radar	5.06946	-8.86897	-5.41973	-9.30388	-5.88026	-3.54643	-3.59823
1477010458100000	-9.31215	-6.11624	-4.61542	0.861651	-0.201076	lidar	4.88364	-9.30811	-5.82368	-9.4827	-6.05868	-3.60261	-3.53503
1477010458150000	-9.48776	-6.30738	-4.81746	0.848997	-0.203246	radar	1.56608	-9.80646	-6.41174	-9.66432	-6.23389	-3.6586	-3.46994
1477010458200000	-9.64146	-6.50384	-4.8362	0.844196	-0.198322	lidar	0.1948	-9.62547	-6.55958	-9.84874	-6.4058	-3.71431	-3.40295
1477010458250000	-9.85535	-6.6849	-5.11024	0.821131	-0.209959	radar	7.59782	-10.6688	-6.35543	-10.0359	-6.57431	-3.76969	-3.33404
1477010458300000	-10.0676	-6.85639	-5.13874	0.797987	-0.220919	lidar	1.39195	-10.2246	-6.83402	-10.2259	-6.73933	-3.82463	-3.26321
1477010458350000	-10.2474	-7.02489	-5.12714	0.783603	-0.224093	radar	0.918317	-10.2205	-6.71044	-10.4186	-6.90075	-3.87907	-3.19046
1477010458400000	-10.4896	-7.21216	-5.22434	0.75974	-0.234525	lidar	4.31745	-10.7616	-7.29159	-10.614	-7.05849	-3.93293	-3.11577
1477010458450000	-10.6861	-7.36435	-5.15416	0.740037	-0.241729	radar	2.35173	-10.8944	-6.83335	-10.8121	-7.21245	-3.98613	-3.03916
1477010458500000	-10.9424	-7.53083	-5.24243	0.711112	-0.255926	lidar	4.3377	-11.2219	-7.56979	-11.0128	-7.36252	-4.03859	-2.96062
1477010458550000	-11.1226	-7.67529	-5.01494	0.696339	-0.25784	radar	1.49885	-10.986	-7.3707	-11.2161	-7.50862	-4.09021	-2.88015
1477010458600000	-11.2789	-7.80828	-4.92035	0.685171	-0.256959	lidar	2.74616	-11.0934	-7.6776	-11.422	-7.65064	-4.14093	-2.79777
1477010458650000	-11.4667	-7.9424	-4.89079	0.667928	-0.261018	radar	1.94163	-11.4213	-7.46085	-11.6304	-7.78849	-4.19066	-2.71349
1477010458700000	-11.6448	-8.03671	-4.79217	0.643753	-0.271297	lidar	3.28771	-11.5269	-7.8215	-11.8413	-7.92208	-4.23932	-2.6273
1477010458750000	-11.8283	-8.15855	-4.59261	0.626448	-0.274592	radar	0.832204	-11.9422	-7.88317	-12.0546	-8.05131	-4.28682	-2.53924
1477010458800000	-12.0381	-8.24316	-4.56858	0.594866	-0.290149	lidar	1.57373	-12.09	-8.08828	-12.2702	-8.17609	-4.33309	-2.44932
1477010458850000	-12.2661	-8.38174	-5.04114	0.576559	-0.293365	radar	2.72502	-12.4462	-8.02117	-12.4881	-8.29633	-4.37802	-2.35756
1477010458900000	-12.478	-8.46212	-4.97454	0.546855	-0.306639	lidar	2.45	-12.4231	-8.2599	-12.7082	-8.41193	-4.42156	-2.26399
1477010458950000	-12.6698	-8.5613	-4.63799	0.527133	-0.310611	radar	1.71767	-12.7461	-8.19449	-12.9304	-8.5228	-4.4636	-2.16863
1477010459000000	-12.9556	-8.65182	-4.76096	0.487851	-0.330491	lidar	6.27299	-13.2911	-8.64594	-13.1547	-8.62886	-4.50407	-2.07151
1477010459050000	-13.2031	-8.76461	-4.97861	0.465753	-0.335038	radar	3.07512	-13.7929	-8.47158	-13.381	-8.73002	-4.54289	-1.97267
1477010459100000	-13.4309	-8.80916	-4.92122	0.42937	-0.352103	lidar	3.18478	-13.384	-8.57583	-13.6092	-8.82619	-4.57997	-1.87214
1477010459150000	-13.6243	-8.87401	-4.52944	0.405447	-0.357927	radar	3.53682	-13.6376	-8.26344	-13.8392	-8.91729	-4.61524	-1.76997
1477010459200000	-13.8644	-8.96114	-4.5889	0.381913	-0.362559	lidar	0.995198	-13.9959	-8.99264	-14.0709	-9.00324	-4.64861	-1.6662
1477010459250000	-14.123	-9.05546	-5.03312	0.361318	-0.364279	radar	2.50528	-14.4737	-8.79552	-14.3043	-9.08395	-4.68001	-1.56086
1477010459300000	-14.3707	-9.14928	-5.06171	0.343322	-0.364014	lidar	0.248452	-14.4273	-9.1875	-14.5391	-9.15936	-4.70936	-1.45402
1477010459350000	-14.5928	-9.22706	-4.84111	0.32506	-0.364301	radar	0.460223	-14.5757	-9.32634	-14.7754	-9.22939	-4.73658	-1.34573
1477010459400000	-14.8838	-9.23147	-4.91241	0.275655	-0.390781	lidar	4.04743	-15.062	-9.04396	-15.013	-9.29397	-4.76161	-1.23603
1477010459450000	-15.143	-9.3097	-4.93843	0.256954	-0.390016	radar	4.28864	-15.6189	-9.69365	-15.2517	-9.35302	-4.78436	-1.125
1477010459500000	-15.4306	-9.40133	-5.05686	0.240466	-0.387288	lidar	4.47896	-15.6682	-9.56749	-15.4916	-9.40649	-4.80476	-1.01269
1477010459550000	-15.6596	-9.44841	-4.72604	0.217842	-0.390541	radar	1.59731	-15.9382	-9.35751	-15.7324	-9.45431	-4.82275	-0.899159
1477010459600000	-15.9254	-9.51053	-4.80563	0.198131	-0.390654	lidar	1.79209	-16.0862	-9.59819	-15.9741	-9.49642	-4.83827	-0.784484
1477010459650000	-16.1664	-9.53863	-4.73618	0.172045	-0.396349	radar	2.19954	-16.6033	-8.85459	-16.2164	-9.53277	-4.85124	-0.668734
1477010459700000	-16.4155	-9.5271	-4.74823	0.134449	-0.411402	lidar	1.44631	-16.4229	-9.37029	-16.4594	-9.5633	-4.8616	-0.55198
1477010459750000	-16.618	-9.54542	-4.63672	0.113499	-0.411772	radar	4.71455	-16.011	-9.33486	-16.7027	-9.58797	-4.8693	-0.434301
1477010459800000	-16.9101	-9.52228	-4.75565	0.0713472	-0.430048	lidar	2.95608	-17.1132	-9.43043	-16.9464	-9.60673	-4.87427	-0.315773
1477010459850000	-17.1702	-9.57052	-4.97767	0.0605101	-0.420639	radar	7.09433	-16.9255	-10.8571	-17.1903	-9.61954	-4.87646	-0.196479
1477010459900000	-17.4449	-9.57388	-5.03415	0.0342634	-0.425105	lidar	0.560383	-17.5448	-9.57485	-17.4342	-9.62636	-4.87583	-0.0765024
1477010459950000	-17.6964	-9.57519	-4.86667	0.00982107	-0.428335	radar	1.76416	-18.1371	-9.39146	-17.6781	-9.62717	-4.87232	0.0440703
1477010460000000	-17.9551	-9.53593	-4.89917	-0.0256052	-0.440208	lidar	0.787638	-17.9724	-9.42299	-17.9216	-9.62194	-4.86588	0.165151
1477010460050000	-18.1878	-9.51816	-4.74404	-0.0511322	-0.44357	radar	0.573158	-18.3083	-9.18778	-18.1648	-9.61064	-4.85648	0.286648
1477010460100000	-18.3877	-9.53849	-4.65887	-0.0595404	-0.431775	lidar	1.07286	-18.2763	-9.60997	-18.4074	-9.59325	-4.84408	0.40847
1477010460150000	-18.626	-9.52279	-4.87756	-0.0790355	-0.429343	radar	1.76512	-18.2443	-9.58547	-18.6493	-9.56977	-4.82864	0.530522
1477010460200000	-18.8853	-9.49927	-4.91537	-0.101707	-0.430469	lidar	0.273987	-18.9545	-9.51544	-18.8904	-9.54017	-4.81012	0.652707
1477010460250000	-19.1146	-9.46037	-4.96314	-0.125639	-0.432047	radar	3.84017	-18.6983	-9.02886	-19.1305	-9.50447	-4.78851	0.774927
1477010460300000	-19.368	-9.34702	-5.00081	-0.174008	-0.454631	lidar	3.811	-19.2983	-9.09865	-19.3694	-9.46265	-4.76378	0.897083
1477010460350000	-19.5912	-9.29018	-4.75022	-0.202422	-0.460278	radar	1.30621	-19.7037	-8.79906	-19.6069	-9.41472	-4.73591	1.01907
1477010460400000	-19.8509	-9.16515	-4.84543	-0.250549	-0.481679	lidar	2.50993	-19.8731	-8.96417	-19.8431	-9.36071	-4.70487	1.1408
1477010460450000	-20.0848	-9.07572	-4.85247	-0.283557	-0.489262	radar	5.45588	-20.3815	-7.6755	-20.0775	-9.30061	-4.67066	1.26215
1477010460500000	-20.246	-9.17162	-4.58987	-0.25335	-0.442427	lidar	11.7692	-20.1607	-9.59663	-20.3102	-9.23446	-4.63328	1.38303
1477010460550000	-20.4902	-9.12151	-4.7849	-0.269955	-0.437313	radar	1.70798	-20.4587	-9.7448	-20.5409	-9.16227	-4.59271	1.50334
1477010460600000	-20.717	-9.02189	-4.79856	-0.302843	-0.44657	lidar	0.816377	-20.6596	-8.91527	-20.7696	-9.08409	-4.54895	1.62296
1477010460650000	-20.9616	-8.94247	-4.78644	-0.327149	-0.448784	radar	2.59014	-21.5568	-8.5005	-20.9959	-8.99994	-4.50202	1.74179
1477010460700000	-21.1546	-8.87086	-4.706	-0.348076	-0.447071	lidar	1.01704	-21.0195	-8.85081	-21.2198	-8.90987	-4.45191	1.85972
1477010460750000	-21.3885	-8.78793	-4.68301	-0.370637	-0.44779	radar	1.95114	-21.8628	-8.64129	-21.4412	-8.81393	-4.39865	1.97666
1477010460800000	-21.5736	-8.75441	-4.56496	-0.376962	-0.433745	lidar	1.21794	-21.5029	-8.87191	-21.6597	-8.71217	-4.34224	2.0925
1477010460850000	-21.7516	-8.65293	-4.23484	-0.409054	-0.443752	radar	4.95714	-21.9514	-7.41274	-21.8754	-8.60465	-4.2827	2.20712
1477010460900000	-21.9512	-8.5653	-4.25062	-0.431226	-0.443847	lidar	0.0444151	-21.9793	-8.57089	-22.0881	-8.49143	-4.22007	2.32043
1477010460950000	-22.1658	-8.45462	-4.55664	-0.454953	-0.443958	radar	2.50618	-22.1914	-7.70392	-22.2975	-8.37258	-4.15437	2.43232
1477010461000000	-22.411	-8.33772	-4.66614	-0.478701	-0.445968	lidar	1.64896	-22.5838	-8.35296	-22.5035	-8.24817	-4.08564	2.5427
1477010461050000	-22.5961	-8.23575	-4.51898	-0.501682	-0.446948	radar	0.730698	-22.3177	-8.57758	-22.7061	-8.11829	-4.01391	2.65145
1477010461100000	-22.8618	-7.98304	-4.83942	-0.563526	-0.481633	lidar	7.31306	-22.9861	-7.6724	-22.9049	-7.98301	-3.93923	2.75848
1477010461150000	-23.0396	-7.86768	-4.43434	-0.591063	-0.487332	radar	3.59496	-23.2693	-8.32031	-23.1	-7.84243	-3.86163	2.8637
1477010461200000	-23.2839	-7.67138	-4.66945	-0.631047	-0.501806	lidar	3.0287	-23.4777	-7.56583	-23.2911	-7.69663	-3.78118	2.967
1477010461250000	-23.4875	-7.51639	-4.90326	-0.655246	-0.499631	radar	1.26327	-23.473	-7.02103	-23.4781	-7.54572	-3.69792	3.06828
1477010461300000	-23.6536	-7.3736	-4.83227	-0.680692	-0.499506	lidar	0.699201	-23.5408	-7.36069	-23.6609	-7.3898	-3.61191	3.16746
1477010461350000	-23.8462	-7.20777	-4.8793	-0.707871	-0.501402	radar	0.825864	-24.0505	-6.56968	-23.8393	-7.22897	-3.52321	3.26445
1477010461400000	-23.9961	-7.12251	-4.67811	-0.715466	-0.485721	lidar	1.56319	-23.9384	-7.26171	-24.0132	-7.06336	-3.43189	3.35916
1477010461450000	-24.1617	-6.95505	-4.58501	-0.746521	-0.492397	radar	2.14609	-24.3577	-5.94086	-24.1825	-6.89307	-3.33801	3.45149
